txn_id,member_id,ts,amount,channel,product,counterparty,geo,narrative,branch,device_id
T100000167,M100007,2025-04-30 12:20:05,117721.0,CASH,SAVINGS,Martinez Ltd,KE-NYR,Fall inside animal available.,Nakuru,dev-qvaEOpSa
T100000168,M100008,2025-09-22 20:20:12,239139.0,CARD,SAVINGS,Wallace PLC,KE-NRB,Prove best common spend trial fish.,Eldoret,dev-WVYtaI
T100000169,M100008,2025-08-17 18:03:39,-218327.0,TELLER,FIXED,Moreno-Logan,KE-NYR,Hour wife story bad imagine defense.,Thika,dev-SQAEwLQ
T100000170,M100008,2025-05-19 09:07:56,483243.0,CASH,LOAN,Lyons PLC,KE-MSA,Discuss nothing military glass beat.,Nakuru,dev-DzhLFW
T100000171,M100008,2025-07-31 03:15:32,-212724.0,CASH,CURRENT,Craig Group,KE-EDL,overnight activity,Nyeri,dev-ejYGfqKI
T100000172,M100008,2025-07-03 08:56:28,247003.0,TELLER,FIXED,Dixon LLC,KE-KSM,West son check.,Thika,dev-FpSNQM
T100000173,M100008,2025-02-02 06:41:55,-770158.0,MOBILE,MOBILE,"Young, Robles and Washington",KE-KSM,Focus own step hold environment huge.,Nakuru,dev-yfRzImg
T100000174,M100008,2025-03-27 20:33:08,115560.0,CARD,SAVINGS,"Robertson, Knapp and Norton",KE-KSM,That continue compare step.,Kisumu,dev-zjhQUTz
T100000175,M100008,2025-10-15 11:30:44,124524.0,TELLER,LOAN,Gilbert-Callahan,KE-EDL,Start few more can.,Nyeri,dev-cHWuChm
T100000176,M100008,2025-09-11 06:07:00,-163500.0,CARD,CURRENT,"Owens, Lopez and Bartlett",KE-NYR,Soldier surface hand single.,Nyeri,dev-NPLUDrk
T100000177,M100008,2025-05-25 19:55:16,-1862118.0,AGENT,FIXED,Harris-Delgado,KE-NYR,Just government degree pretty teach Mrs.,Thika,dev-BpoGYG
T100000178,M100008,2025-08-11 21:51:31,-413370.0,MOBILE,LOAN,Contreras-Davis,KE-KSM,Piece image maintain.,Nairobi HQ,dev-pQwDGts
T100000179,M100008,2025-10-23 03:47:39,68695.0,TELLER,CURRENT,"Oliver, Quinn and Mckinney",KE-NRB,Participant three treatment.,Eldoret,dev-DGEdEZKs
T100000180,M100008,2025-07-02 14:54:42,276309.0,CARD,CURRENT,Carter Ltd,KE-NYR,Political book executive note.,Kisumu,dev-TODyYcpC
T100000181,M100008,2025-04-06 17:01:43,124588.0,AGENT,SAVINGS,Charles Inc,KE-KSM,Newspaper into detail occur before.,Eldoret,dev-pDkmvn
T100000182,M100008,2025-06-09 07:34:02,37365.0,CARD,FIXED,Hoffman Ltd,KE-MSA,Course sign check reach they.,Eldoret,dev-uyQVkLex
T100000183,M100008,2025-08-21 14:37:31,-545478.0,AGENT,MOBILE,Smith-Martinez,KE-NYR,Central finally own.,Mombasa,dev-XAQqsukd
T100000184,M100008,2025-04-09 07:22:09,119295.0,MOBILE,LOAN,"Vaughn, Thomas and Cummings",KE-KSM,Husband defense common skin.,Thika,dev-ppvlooyD
T100000185,M100008,2025-02-28 10:29:51,756754.0,CARD,CURRENT,Adams PLC,KE-NRB,Together wide safe organization perhaps story.,Thika,dev-IOhTIZqJ
T100000186,M100008,2025-04-16 19:01:03,142245.0,MOBILE,MOBILE,Andrade-King,KE-THK,Over couple trip seat.,Nairobi HQ,dev-QYHTaRS
T100000187,M100008,2025-01-29 11:07:39,255632.0,CASH,CURRENT,Hill LLC,KE-THK,Hour industry skin.,Kisumu,dev-JQcBRIK
T100000188,M100008,2025-06-28 05:42:50,-368408.0,CARD,CURRENT,Morales-Cook,KE-THK,At the team however.,Kisumu,dev-PrhTyOH
T100000189,M100008,2025-09-07 23:14:21,-93771.0,TELLER,CURRENT,Lewis Inc,KE-NRB,Sort baby fine walk your around.,Nakuru,dev-lQBsozzk
T100000190,M100008,2025-02-12 21:48:21,91852.0,TELLER,CURRENT,Knight Ltd,KE-THK,Response community him purpose.,Nyeri,dev-zjaxAsn
T100000191,M100008,2025-09-26 16:58:48,92118.0,CASH,LOAN,"Luna, Flores and Rodriguez",KE-NRB,Old simple worry section just item.,Mombasa,dev-tPSpHg
T100000192,M100008,2025-06-13 11:40:09,-272998.0,AGENT,CURRENT,"Fitzgerald, Jackson and Chapman",KE-THK,Top fall beautiful five.,Nakuru,dev-ZapSGpa
T100000193,M100008,2025-03-12 15:15:40,-134238.0,CASH,FIXED,Brown Ltd,KE-MSA,Act option memory.,Thika,dev-FQgYfddP
T100000194,M100008,2025-05-08 00:59:31,37673.0,TELLER,MOBILE,Bonilla-Shaw,KE-KSM,Method only up.,Nakuru,dev-oqJHwkZ
T100000195,M100009,2025-02-20 12:29:48,149925.0,CASH,CURRENT,"Allen, Flores and Rios",KE-THK,More stay campaign bad few.,Mombasa,dev-bKdtyO
T100000196,M100009,2025-05-22 00:29:22,-179431.0,TELLER,MOBILE,"Ingram, Roberts and Mitchell",KE-NRB,Product be fact.,Thika,dev-iNXnXw
T100000197,M100009,2025-02-14 15:43:25,-110392.0,AGENT,SAVINGS,"Jones, Dominguez and Cox",KE-KSM,Me above some big.,Thika,dev-gpBHsN
T100000198,M100009,2025-06-16 11:37:28,75992.0,TELLER,SAVINGS,"Briggs, Horton and Lawson",KE-MSA,Sell natural moment where American.,Mombasa,dev-ZppsmJ
T100000199,M100009,2025-05-05 05:30:27,64477.0,AGENT,LOAN,Cox and Sons,KE-THK,Final charge thank show.,Eldoret,dev-YpnDwMTc
T100000200,M100009,2025-04-01 02:51:54,-973112.0,MOBILE,CURRENT,Crane-Walter,KE-EDL,Great us ready.,Mombasa,dev-PNdXIZpA
T100000201,M100009,2025-05-16 00:25:29,392207.0,MOBILE,MOBILE,Hernandez-Oliver,KE-MSA,Student interesting form.,Nyeri,dev-SrabNPhk
T100000202,M100009,2025-03-29 14:22:36,407260.0,AGENT,FIXED,Ramirez-Roberts,KE-KSM,Now recent realize.,Kisumu,dev-ilHaKWS
T100000203,M100009,2025-05-21 20:52:47,27231.0,CARD,CURRENT,Melendez-Turner,KE-THK,Morning against might.,Eldoret,dev-BqKgJOZB
T100000204,M100009,2025-04-28 05:22:29,132906.0,TELLER,FIXED,Garcia-Black,KE-THK,Hotel stage think job bring reach.,Mombasa,dev-AKBtbLK
T100000205,M100009,2025-09-08 13:52:12,-246820.0,CARD,FIXED,"Brown, Edwards and Cochran",KE-THK,Subject believe thank speech project even.,Nairobi HQ,dev-CZNPlpkv
T100000206,M100009,2025-03-17 03:41:23,-775412.0,CARD,MOBILE,"Pennington, Willis and Coleman",KE-NKR,Science value building fire next eat.,Thika,dev-JmDnajUc
T100000207,M100009,2025-08-10 19:16:21,479671.0,TELLER,MOBILE,"Johnson, Lopez and Tucker",KE-MSA,Service reflect hair yard ahead throw.,Mombasa,dev-wsTqeP
T100000208,M100009,2025-05-02 11:13:21,-230171.0,CASH,LOAN,Khan LLC,KE-EDL,Purpose support assume hospital middle area.,Nakuru,dev-zaAheDc
T100000209,M100009,2025-06-16 17:16:56,945234.0,CASH,LOAN,Chavez PLC,KE-NRB,Tough however room.,Nyeri,dev-uUYcDoJP
T100000210,M100009,2025-07-15 00:52:40,-431556.0,CASH,FIXED,Johnson Group,KE-NRB,Life drive talk several.,Nairobi HQ,dev-OKxdIw
T100000211,M100009,2025-05-19 22:51:25,69758.0,AGENT,LOAN,Henry-Moore,KE-KSM,Reduce each painting thank letter.,Mombasa,dev-YhmgloCj
T100000212,M100009,2025-05-31 20:35:34,-101824.0,AGENT,SAVINGS,"Pierce, Chang and Gomez",KE-EDL,Response she visit voice.,Nairobi HQ,dev-qdsuGw
T100000213,M100009,2025-07-27 06:34:43,477727.0,TELLER,CURRENT,"Davis, Norris and Villanueva",KE-KSM,Itself scientist short glass matter government.,Nyeri,dev-KawXDx
T100000214,M100009,2025-09-24 20:35:24,-69370.0,CARD,CURRENT,"Obrien, Burton and Smith",KE-KSM,Plan parent within.,Nairobi HQ,dev-PuasiA
T100000215,M100009,2025-02-08 08:39:27,243291.0,CASH,CURRENT,"Dixon, Leonard and Brown",KE-KSM,Do worker total many start.,Kisumu,dev-SfDSJIdx
T100000216,M100009,2025-07-08 05:58:51,-116407.0,MOBILE,CURRENT,Lara-Hernandez,KE-NRB,Safe husband television Democrat among.,Mombasa,dev-hyRAZHk
T100000217,M100009,2025-09-25 04:43:03,-147664.0,CARD,MOBILE,Conrad Inc,KE-NKR,Draw more game.,Mombasa,dev-ZxhRkFz
T100000218,M100009,2025-10-06 05:43:17,251725.0,MOBILE,LOAN,"Baker, Patel and Graham",KE-THK,Consumer security magazine.,Nyeri,dev-lGmHZm
T100000219,M100009,2025-06-06 12:06:06,84588.0,MOBILE,FIXED,Adams-Bates,KE-THK,Marriage hold social learn town develop.,Nyeri,dev-pEcYiGdY
T100000220,M100010,2025-02-01 02:27:11,-103977.0,CASH,CURRENT,Alvarez-Wiley,KE-EDL,Treat financial poor wall situation.,Eldoret,dev-KrPVxW
T100000221,M100010,2025-09-25 00:28:54,-465477.0,CASH,CURRENT,Carter-Sanchez,KE-NYR,Foot left new base chair.,Nairobi HQ,dev-QjRbNkSO
T100000222,M100010,2025-08-03 23:25:27,164425.0,TELLER,CURRENT,"Taylor, Rose and Thompson",KE-NKR,Audience development hand police.,Nyeri,dev-qUsSQscF
T100000223,M100010,2025-09-28 15:57:27,141442.0,AGENT,SAVINGS,"Kennedy, Baker and Baker",KE-NRB,Product huge performance.,Thika,dev-UgKStraa
T100000224,M100010,2025-08-20 01:50:52,123579.0,CARD,FIXED,"Cunningham, Santos and Norris",KE-KSM,Social chair pattern soldier.,Mombasa,dev-rWtyfqJm
T100000225,M100010,2025-07-21 03:14:40,319827.0,AGENT,MOBILE,Valencia LLC,KE-NKR,Expert get season itself race.,Eldoret,dev-GuYTvSd
T100000226,M100010,2025-09-23 06:49:50,98567.0,CASH,MOBILE,"Johnson, Cisneros and Hanson",KE-NKR,He Mrs response newspaper cost move.,Nakuru,dev-FkPwNi
T100000227,M100010,2025-10-15 17:33:37,227096.0,TELLER,CURRENT,Spence-Kim,KE-MSA,Work evening statement receive.,Thika,dev-zNsjlDQ
T100000228,M100010,2025-04-11 17:04:35,-38530.0,CARD,CURRENT,Alexander Inc,KE-KSM,Cause cover knowledge area.,Nakuru,dev-KxmXAvS
T100000229,M100010,2025-10-12 18:01:00,219656.0,MOBILE,CURRENT,"Obrien, Clark and Cox",KE-NYR,Detail rule model.,Nakuru,dev-DDYkJk
T100000230,M100010,2025-07-25 06:24:21,1546999.0,MOBILE,SAVINGS,Mills Ltd,KE-EDL,Bit activity agreement.,Eldoret,dev-hHfooUto
T100000231,M100010,2025-07-27 15:28:39,207629.0,CARD,CURRENT,Richardson-Yoder,KE-THK,Section article wish.,Nairobi HQ,dev-iiuasu
T100000232,M100010,2025-07-18 11:43:23,-440175.0,CASH,MOBILE,Flores LLC,KE-NKR,Lose think cause occur different.,Mombasa,dev-fljLTX
T100000233,M100010,2025-08-29 01:02:20,149740.0,CARD,LOAN,Schroeder Ltd,KE-NKR,Another level worker yard.,Nyeri,dev-JcUVIl
T100000234,M100010,2025-06-17 22:23:28,543218.0,TELLER,CURRENT,Skinner Ltd,KE-MSA,I under question station.,Mombasa,dev-ETMwWht
T100000235,M100010,2025-10-11 22:22:35,165444.0,MOBILE,SAVINGS,"Frank, Garcia and Fleming",KE-KSM,Myself yourself just actually.,Nyeri,dev-eonGJCU
T100000236,M100010,2025-04-17 12:06:29,90125.0,CASH,SAVINGS,Tate-Gill,KE-NRB,overnight activity,Nakuru,dev-qgXbQO
T100000237,M100010,2025-07-26 11:53:04,331612.0,CASH,CURRENT,"Jensen, Miller and Parker",KE-THK,Kid effect east add drug.,Eldoret,dev-mXJwIq
T100000238,M100010,2025-04-04 15:39:06,95921.0,MOBILE,SAVINGS,Richardson-Mendoza,KE-KSM,Around base should late.,Thika,dev-LjWHDJ
T100000239,M100010,2025-06-22 06:13:03,335948.0,CASH,MOBILE,Murillo LLC,KE-NKR,Story fact into parent drug rather.,Nakuru,dev-qsjbcD
T100000240,M100010,2025-04-24 07:20:05,386474.0,CARD,FIXED,Peters-Perkins,KE-NYR,Near company write power.,Nairobi HQ,dev-CKebyPG
T100000241,M100011,2025-06-05 18:24:09,429928.0,MOBILE,CURRENT,"Turner, Boyer and Mccormick",KE-NRB,overnight activity,Nakuru,dev-WtjyIMf
T100000242,M100011,2025-07-08 07:43:35,193474.0,MOBILE,CURRENT,Smith-Collins,KE-KSM,Will contain than mission market brother.,Mombasa,dev-Moyiepoe
T100000243,M100011,2025-04-07 11:03:51,130196.0,CASH,LOAN,Ho-Everett,KE-THK,Movement big call deal around.,Thika,dev-lqTBJXM
T100000244,M100011,2025-10-03 14:04:09,-112954.0,MOBILE,MOBILE,Hernandez-Walker,KE-MSA,Approach laugh identify.,Nyeri,dev-tPTHAg
T100000245,M100011,2025-04-22 19:17:37,-317933.0,CARD,SAVINGS,Dixon-Baker,KE-NRB,Just morning assume sign mother commercial.,Eldoret,dev-BHWdmez
T100000246,M100011,2025-05-06 08:06:52,218480.0,MOBILE,FIXED,Walter and Sons,KE-MSA,What every another rest police specific.,Nakuru,dev-BGYEvw
T100000247,M100011,2025-06-10 14:49:52,210320.0,CARD,CURRENT,Calhoun-Fisher,KE-EDL,Kind color myself couple report nearly.,Mombasa,dev-PsFBKY
T100000248,M100011,2025-07-18 21:58:59,438864.0,MOBILE,FIXED,Ward Ltd,KE-THK,Threat look enter individual one design.,Eldoret,dev-qAFFkzYY
T100000249,M100011,2025-08-02 12:03:24,151056.0,AGENT,SAVINGS,Hill Group,KE-THK,Necessary region art house.,Nyeri,dev-tZulOU
T100000250,M100011,2025-08-07 18:03:46,232659.0,CASH,MOBILE,Bradley-Brown,KE-NRB,A grow sense.,Nyeri,dev-VKoXZjIk
T100000251,M100011,2025-05-06 19:11:41,-399457.0,CASH,MOBILE,"Fernandez, Stevens and West",KE-EDL,Develop public economy.,Nakuru,dev-HNaDLCOQ
T100000252,M100011,2025-03-26 16:07:55,-103920.0,CASH,MOBILE,Brown LLC,KE-THK,Whose night place increase.,Nakuru,dev-gxZnrslw
T100000253,M100011,2025-05-28 06:08:32,278573.0,MOBILE,CURRENT,Cooper-Kirby,KE-KSM,Common PM believe step likely understand.,Nairobi HQ,dev-QugrWD
T100000254,M100011,2025-06-11 01:31:11,-575060.0,CARD,FIXED,"Petersen, Rivers and Garrison",KE-NRB,Modern keep public any somebody area.,Nyeri,dev-DBRhdb
T100000255,M100011,2025-08-29 17:32:09,178169.0,AGENT,MOBILE,"Kelly, Rodriguez and Craig",KE-MSA,Recently dinner event standard individual.,Thika,dev-VjqcbirQ
T100000256,M100011,2025-10-22 13:22:55,51461.0,CASH,SAVINGS,Anderson-Cross,KE-EDL,People answer pull last.,Nairobi HQ,dev-ZpZVvyKf
T100000257,M100011,2025-05-06 22:58:30,137679.0,CASH,LOAN,Jennings-Cruz,KE-NKR,Kitchen claim evening create.,Kisumu,dev-gybKJyvS
T100000258,M100011,2025-09-10 00:35:51,125713.0,CARD,MOBILE,Hill-Brown,KE-KSM,Share hit several.,Nakuru,dev-zvREXA
T100000259,M100011,2025-10-08 11:23:32,-653970.0,CASH,CURRENT,Phillips PLC,KE-NKR,Current professional owner believe while network.,Nakuru,dev-yTzvHet
T100000260,M100011,2025-02-05 15:05:29,72087.0,TELLER,SAVINGS,Mills Inc,KE-MSA,First country per let sit.,Nyeri,dev-fQBAJlKs
T100000261,M100011,2025-06-02 12:45:19,279047.0,MOBILE,MOBILE,Goodman-Huang,KE-NYR,Scientist shoulder go example somebody.,Eldoret,dev-MaWBITj
T100000262,M100011,2025-08-10 14:21:28,212611.0,TELLER,CURRENT,Miller Group,KE-THK,Cell against report federal page administration.,Kisumu,dev-ZscaTwBp
T100000263,M100011,2025-03-27 11:02:06,252013.0,TELLER,FIXED,Myers-Howard,KE-MSA,South religious as.,Nairobi HQ,dev-OwWCDw
T100000264,M100012,2025-07-06 21:38:40,196954.0,CARD,LOAN,"Gallagher, Miles and Mccoy",KE-KSM,Nothing memory fund.,Kisumu,dev-OczxnuYE
T100000265,M100012,2025-08-04 04:53:40,296157.0,MOBILE,CURRENT,"Callahan, Krause and Cole",KE-KSM,Quickly parent mission also training now.,Nairobi HQ,dev-DEySjB
T100000266,M100012,2025-06-26 19:48:43,171140.0,AGENT,LOAN,"Estrada, Taylor and Garcia",KE-NYR,Interview return case traditional.,Kisumu,dev-rtOhvnZ
T100000267,M100012,2025-04-09 13:56:01,-390757.0,AGENT,MOBILE,Aguirre PLC,KE-NRB,Evidence ready suffer easy democratic pressure.,Mombasa,dev-FjxIyLWn
T100000268,M100012,2025-09-19 20:43:31,-234687.0,AGENT,SAVINGS,Griffin PLC,KE-MSA,Technology technology sit.,Nairobi HQ,dev-OaWZegji
T100000269,M100012,2025-02-21 23:30:59,301487.0,TELLER,SAVINGS,Combs and Sons,KE-NKR,Be item put forward.,Nyeri,dev-fimTvMr
T100000270,M100012,2025-07-20 12:43:38,-169285.0,AGENT,FIXED,"Robertson, Davis and Gomez",KE-THK,Sing accept account floor.,Nairobi HQ,dev-rFagtZo
T100000271,M100012,2025-06-24 10:46:44,-60626.0,CARD,MOBILE,Wright-Bell,KE-KSM,Too black blood reason.,Mombasa,dev-sZKdquWh
T100000272,M100012,2025-02-02 13:30:17,-782662.0,TELLER,CURRENT,Graves-Colon,KE-NRB,Be represent military six.,Nyeri,dev-cmRdkWt
T100000273,M100012,2025-09-10 02:01:35,69926.0,CARD,FIXED,Brown and Sons,KE-NYR,overnight activity,Nairobi HQ,dev-fgYsuueo
T100000274,M100012,2025-09-07 21:30:07,144436.0,MOBILE,LOAN,Davis and Sons,KE-MSA,Another serious table into million late.,Thika,dev-neegpoef
T100000275,M100012,2025-05-19 20:44:52,155413.0,AGENT,LOAN,Jenkins Inc,KE-MSA,Field difference ahead understand build forget.,Thika,dev-BAoVYx
T100000276,M100012,2025-08-31 09:48:44,-498592.0,TELLER,FIXED,"Yu, Smith and Flores",KE-NRB,Focus not law cell medical power.,Kisumu,dev-PkgYdCNd
T100000277,M100012,2025-05-14 09:24:00,1370601.0,MOBILE,CURRENT,"Anderson, Gonzalez and Hartman",KE-EDL,Space provide at stock financial return.,Mombasa,dev-aPTUPYF
T100000278,M100012,2025-10-07 20:31:28,-147044.0,AGENT,FIXED,Daniel Group,KE-EDL,Prepare computer for way far light.,Kisumu,dev-bnEpBZO
T100000279,M100012,2025-08-29 11:00:02,-212205.0,AGENT,CURRENT,Garcia Inc,KE-EDL,Star season none skill serve policy.,Nairobi HQ,dev-DUlkxY
T100000280,M100012,2025-09-06 05:07:19,283211.0,MOBILE,FIXED,Smith-Smith,KE-NKR,Early run however.,Thika,dev-vtrZGPWN
T100000281,M100012,2025-10-20 04:01:33,-752441.0,CASH,SAVINGS,"Webb, May and Russell",KE-NYR,Economic product test.,Kisumu,dev-JSXjhR
T100000282,M100012,2025-09-12 04:27:10,395794.0,AGENT,FIXED,"Moore, White and Phelps",KE-NRB,Bed matter much stop away argue.,Kisumu,dev-XNpxDhH
T100000283,M100012,2025-09-28 06:59:07,380184.0,AGENT,MOBILE,Oconnor-Hernandez,KE-NYR,Wrong list ball another hear every.,Kisumu,dev-FZHwsr
T100000284,M100012,2025-09-02 16:33:25,-553528.0,AGENT,LOAN,Short-Mcconnell,KE-THK,Early find control wife.,Nairobi HQ,dev-eKWdJn
T100000285,M100013,2025-09-24 23:40:40,534909.0,CARD,LOAN,Roy LLC,KE-THK,Indicate loss heavy.,Mombasa,dev-Mmdrnx
T100000286,M100013,2025-04-27 09:11:13,60648.0,CARD,FIXED,"Thornton, Gordon and Reid",KE-NRB,Investment even popular.,Thika,dev-RAblKbTp
T100000287,M100013,2025-04-07 17:14:54,125404.0,AGENT,FIXED,Horton Group,KE-THK,Wait lay course size.,Nakuru,dev-LwLoHl
T100000288,M100013,2025-06-16 03:53:56,-87078.0,CASH,LOAN,"Fitzgerald, Hudson and Delgado",KE-NYR,Later goal determine.,Nakuru,dev-cpItxEyl
T100000289,M100013,2025-02-03 06:34:02,241810.0,MOBILE,MOBILE,"Pittman, Castillo and Parker",KE-THK,Black region attorney against.,Mombasa,dev-VhAzeNE
T100000290,M100013,2025-05-14 03:57:08,-62547.0,TELLER,MOBILE,Hall-Hughes,KE-EDL,Effort really live thus above sea.,Nyeri,dev-KGfPftm
T100000291,M100013,2025-10-23 13:03:34,-581975.0,CASH,CURRENT,Ramirez Group,KE-NRB,Benefit feeling focus.,Thika,dev-fVoWRnF
T100000292,M100013,2025-04-29 17:00:47,120939.0,CASH,FIXED,"Sanders, Thomas and Simpson",KE-NRB,Sport year east test claim marriage.,Thika,dev-iRCiMO
T100000293,M100013,2025-05-20 10:14:10,248380.0,AGENT,MOBILE,Austin-Page,KE-NRB,Process sort question those scene program.,Nyeri,dev-iurVLMPk
T100000294,M100013,2025-06-22 00:51:41,162673.0,CARD,LOAN,Thornton Inc,KE-NYR,Experience member environmental.,Mombasa,dev-BwZnYQtd
T100000295,M100013,2025-09-29 13:19:44,211994.0,MOBILE,MOBILE,Torres PLC,KE-MSA,Gas food four.,Mombasa,dev-VNBkOxja
T100000296,M100013,2025-10-16 20:33:50,-445353.0,MOBILE,LOAN,Price-Collins,KE-KSM,Throw wind image feeling give.,Thika,dev-hrkGiZSk
T100000297,M100013,2025-06-03 08:22:39,117736.0,TELLER,CURRENT,Hill Inc,KE-KSM,Him stand game even wonder.,Eldoret,dev-vwmmCxXU
T100000298,M100013,2025-02-12 09:58:43,-560089.0,TELLER,CURRENT,Hernandez Group,KE-NKR,Decade low performance discuss.,Thika,dev-gPbviJo
T100000299,M100014,2025-02-25 23:07:04,220612.0,CARD,FIXED,"Mitchell, Roy and Mayer",KE-EDL,Require too speech.,Mombasa,dev-mdjvKar
T100000300,M100014,2025-02-28 21:26:12,214525.0,AGENT,LOAN,"Sullivan, Michael and Wilkins",KE-KSM,Main amount cost despite program.,Nairobi HQ,dev-OvXxkxeT
T100000301,M100014,2025-03-02 09:28:03,109646.0,MOBILE,FIXED,Vasquez-Gomez,KE-NYR,Find say guess ready.,Kisumu,dev-ipeiTFG
T100000302,M100014,2025-07-13 23:39:31,118594.0,CARD,SAVINGS,Strickland-Best,KE-NKR,Last plan add employee.,Nakuru,dev-GKISTa
T100000303,M100014,2025-05-01 05:02:42,100431.0,TELLER,CURRENT,Brown Ltd,KE-THK,Discover attack people.,Nairobi HQ,dev-jwyosqx
T100000304,M100014,2025-04-28 11:28:56,198003.0,AGENT,CURRENT,Bennett PLC,KE-NKR,Under difficult risk staff.,Thika,dev-XGXtzCE
T100000305,M100014,2025-09-02 14:43:12,74737.0,CARD,MOBILE,Washington Inc,KE-NKR,Safe western realize write region these.,Nairobi HQ,dev-clIgsQa
T100000306,M100014,2025-05-23 08:10:18,-206337.0,TELLER,LOAN,"Ferguson, Summers and Robinson",KE-MSA,Table citizen little gas race poor.,Nyeri,dev-cVgQkM
T100000307,M100014,2025-02-25 08:08:30,155775.0,CASH,SAVINGS,Garcia LLC,KE-NKR,Already manager administration magazine time.,Mombasa,dev-feyEAuu
T100000308,M100014,2025-06-19 21:22:48,77243.0,AGENT,CURRENT,"Williams, Harris and Murray",KE-EDL,Start whole program blood region old.,Kisumu,dev-wXLrQZLP
T100000309,M100014,2025-03-04 12:58:07,158166.0,TELLER,CURRENT,"Meyer, Ross and Brown",KE-EDL,Simply series move lay young.,Thika,dev-omjpzeWO
T100000310,M100014,2025-04-26 04:16:06,67150.0,MOBILE,SAVINGS,Hood LLC,KE-MSA,Foot else unit forget.,Nairobi HQ,dev-qLniBgzn
T100000311,M100014,2025-08-03 16:46:40,126096.0,MOBILE,FIXED,Gonzales and Sons,KE-THK,Trip interview walk property imagine opportunity.,Nyeri,dev-bfXUeR
T100000312,M100014,2025-08-11 18:35:14,113426.0,TELLER,MOBILE,Griffin Inc,KE-NKR,Probably information remember instead cell.,Nyeri,dev-aGfsbEfq
T100000313,M100014,2025-07-22 13:05:54,485612.0,TELLER,SAVINGS,Davis Group,KE-NYR,Poor student treat better my none.,Nakuru,dev-jxXLLqv
T100000314,M100014,2025-05-24 02:18:56,-623066.0,CASH,SAVINGS,"Thomas, Martin and Williams",KE-NYR,Less get three remain.,Kisumu,dev-vpBkcJ
T100000315,M100014,2025-06-11 22:06:31,473464.0,CARD,LOAN,"Boone, Jackson and Sanders",KE-KSM,Force cut moment case.,Eldoret,dev-DMqMZRI
T100000316,M100014,2025-08-16 23:05:16,361460.0,CARD,LOAN,"Garcia, Butler and Molina",KE-MSA,Send road long.,Eldoret,dev-vHyXGkt
T100000317,M100014,2025-08-08 07:16:25,721321.0,AGENT,SAVINGS,Pearson-Brown,KE-EDL,Degree position material personal resource.,Eldoret,dev-FJiBWL
T100000318,M100014,2025-10-05 12:26:15,142434.0,TELLER,LOAN,"Bullock, Rice and Weaver",KE-KSM,Other close cultural.,Nyeri,dev-tIvMKYIZ
T100000319,M100014,2025-09-23 20:54:11,138641.0,CARD,MOBILE,Ferguson Group,KE-KSM,Pass nor painting leader against.,Nairobi HQ,dev-RbpzyTO
T100000320,M100015,2025-09-26 05:01:42,122846.0,AGENT,FIXED,Wilson PLC,KE-NRB,Sister certain five reveal remember current.,Mombasa,dev-tYfXclkf
T100000321,M100015,2025-08-10 16:19:56,-492612.0,CASH,CURRENT,Gordon Group,KE-NYR,Movement fight record nice article.,Kisumu,dev-UXmMHP
T100000322,M100015,2025-10-25 06:00:58,-66979.0,MOBILE,SAVINGS,Guerrero Group,KE-THK,Southern raise adult much should case.,Eldoret,dev-bVpwcUUB
T100000323,M100015,2025-08-11 02:32:26,-225449.0,CARD,MOBILE,"Thomas, Webb and Malone",KE-KSM,Edge son while allow former.,Thika,dev-HRkweVi
T100000324,M100015,2025-02-27 23:33:13,201690.0,AGENT,CURRENT,"Dean, Davis and Sanchez",KE-KSM,Perhaps individual still.,Nyeri,dev-tQCJQeR
T100000325,M100015,2025-09-07 20:11:34,-629461.0,AGENT,CURRENT,"Mendoza, Winters and Nguyen",KE-THK,overnight activity,Thika,dev-KTgkrgC
T100000326,M100015,2025-08-12 02:31:44,308753.0,CASH,FIXED,Brown PLC,KE-NYR,Performance bag happy feeling later.,Kisumu,dev-RYKuvn
T100000327,M100015,2025-01-31 14:25:53,-74588.0,MOBILE,FIXED,"Velez, Johnston and Becker",KE-KSM,General state until star end.,Kisumu,dev-TJSzil
T100000328,M100015,2025-08-19 03:56:46,43865.0,AGENT,SAVINGS,Kelly Group,KE-KSM,Together gas few wife where.,Nairobi HQ,dev-kyTxIGky
